Տարածաշրջան,Շինության տիպ,Սենյակներ,Մակերես,Հարկ,Վերանորոգում,Գինը
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",3,87,10,Զրոյական վիճակ,$135000
"Երևան, Էրեբունի",Քարե,3,73,3,Կապիտալ,$93000
"Երևան, Նոր Նորք","Պանելային, Նորակառույց",3,78,4,Կապիտալ,$89000
"Երևան, Կենտրոն",Քարե,2,59,5,Կապիտալ,$123000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,76,3,Կապիտալ,$90000
"Երևան, Արաբկիր",Քարե,2,68,2,Կապիտալ,$195000
"Երևան, Աջափնյակ",Քարե,2,54,4,Կապիտալ,$78000
"Երևան, Նոր Նորք",Պանելային,3,77,7,Նորմալ վիճակ,$89000
"Երևան, Աջափնյակ",Քարե,2,43,2,Դիզայներական,$74500
"Երևան, Աջափնյակ",Քարե,1,37,2,Կապիտալ,$69000
"Երևան, Արաբկիր",Քարե,2,47,2,Դիզայներական,պայմ.
"Երևան, Կենտրոն",Պանելային,3,96,7,Նորմալ վիճակ,պայմ.
"Երևան, Նոր Նորք",Պանելային,2,44,9,Դիզայներական,$70000
"Երևան, Քանաքեռ Զեյթուն",Քարե,2,32,4,Դիզայներական,$80000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,56,8,Զրոյական վիճակ,պայմ.
"Երևան, Կենտրոն",Պանելային,4,104,2,Կապիտալ,$185000
"Երևան, Արաբկիր",Քարե,2,30,1,Կապիտալ,$50000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,74,9,Կապիտալ,$152000
"Երևան, Դավթաշեն",Մոնոլիտ,3,74,16,Դիզայներական,$152000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,55,2,Դիզայներական,$115000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,80,2,Կապիտալ,$245000
"Երևան, Կենտրոն",Քարե,3,88,2,Կապիտալ,$306000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,74,4,Կապիտալ,$95000
"Երևան, Դավթաշեն",Պանելային,3,96,4,Նորմալ վիճակ,$115000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,80,1,Պետական վիճակ,$90000
"Երևան, Արաբկիր",Քարե,3,82 ,4,Կապիտալ,$165000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,2,51 ,4,Նորմալ վիճակ,$68000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,82 ,5,Կապիտալ,$220000
"Երևան, Կենտրոն",Քարե,2,54 ,4,Կապիտալ,$160000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,96 ,10,Կապիտալ,$193000
"Երևան, Արաբկիր",Քարե,3,80 ,4,Դիզայներական,$210000
"Երևան, Դավթաշեն",Պանելային,2,51 ,6,Կապիտալ,$77000
"Երևան, Նոր Նորք",Պանելային,3,65 ,5,Կոսմետիկ,$77000
"Երևան, Արաբկիր",Քարե,1,43 ,2,Կապիտալ,$83000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,74 ,11,Դիզայներական,պայմ.
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,55 ,8,Կապիտալ,$72000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,56 ,7,Կապիտալ,$82000
"Երևան, Կենտրոն",Պանելային,1,43 ,6,Նորմալ վիճակ,$85000
"Երևան, Արաբկիր",Քարե,2,41 ,4,Կապիտալ,$89000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,59 ,4,Պետական վիճակ,$111000
"Երևան, Կենտրոն",Պանելային,1,38 ,8,Նորմալ վիճակ,$110000
"Երևան, Շենգավիթ",Քարե,2,48 ,1,Կապիտալ,$71000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,75 ,2,Կապիտալ,$105000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",2,59 ,9,Զրոյական վիճակ,պայմ.
"Երևան, Դավթաշեն",Քարե,3,65 ,6,Կապիտալ,$103000
"Երևան, Քանաքեռ Զեյթուն",Քարե,3,59 ,3,Կապիտալ,$85000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",3,70 ,8,Զրոյական վիճակ,$90000
"Երևան, Ավան",Պանելային,2,54 ,4,Նորմալ վիճակ,$75500
"Երևան, Արաբկիր",Քարե,1,45 ,2,Կապիտալ,$102000
"Երևան, Դավթաշեն",Մոնոլիտ,3,93 ,9,Դիզայներական,$280000
"Երևան, Նոր Նորք",Պանելային,4,94 ,6,Կապիտալ,$102000
"Երևան, Արաբկիր",Քարե,3,52 ,2,Դիզայներական,$120500
"Երևան, Արաբկիր",Քարե,2,53 ,1,Դիզայներական,$88000
"Երևան, Քանաքեռ Զեյթուն",Քարե,2,66 ,5,Պետական վիճակ,$77000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",2,65 ,7,Զրոյական վիճակ,$120000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,80 ,10,Կապիտալ,$330000
"Երևան, Նոր Նորք",Քարե,1,47 ,5,Նորմալ վիճակ,$62000
"Երևան, Արաբկիր",Քարե,3,95 ,1,Կապիտալ,$169000
"Երևան, Մալաթիա Սեբաստիա",Քարե,4,92 ,1,Նորմալ վիճակ,$150000
"Երևան, Արաբկիր",Մոնոլիտ,"3, Դուպլեքս",92 ,2,Դիզայներական,$410000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,56 ,9,Զրոյական վիճակ,$128000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,116 ,3,Դիզայներական,$430000
"Երևան, Քանաքեռ Զեյթուն",Քարե,2,48 ,1,Կապիտալ,$85000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",1,36 ,4,Դիզայներական,$80000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,4,91 ,7,Կապիտալ,$130000
"Երևան, Շենգավիթ",Քարե,3,50 ,2,Կապիտալ,$68000
"Երևան, Աջափնյակ",Քարե,3,75 ,1,Դիզայներական,$102000
"Երևան, Ավան",Պանելային,2,54 ,4,Կապիտալ,$75500
"Երևան, Կենտրոն",Մոնոլիտ,3,105 ,4,Զրոյական վիճակ,պայմ.
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,73 ,4,Նորմալ վիճակ,$85000
"Երևան, Դավթաշեն",Պանելային,1,56 ,7,Նորմալ վիճակ,$82000
"Երևան, Արաբկիր",Պանելային,2,77 ,8,Կապիտալ,$155000
"Երևան, Կենտրոն",Քարե,3,105 ,3,Կապիտալ,$306000
"Երևան, Շենգավիթ",Քարե,2,60 ,1,Նորմալ վիճակ,$77000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,1,50 ,4,Կապիտալ,$71000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,130 ,2,Դիզայներական,$450000
"Երևան, Արաբկիր",Քարե,3,78 ,3,Կապիտալ,$117000
"Երևան, Արաբկիր",Մոնոլիտ,3,65 ,8,Դիզայներական,$199000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,126 ,12,Դիզայներական,$310000
"Երևան, Շենգավիթ","Մոնոլիտ, Նորակառույց",2,43 ,5,Կապիտալ,$92000
"Երևան, Կենտրոն",Քարե,2,65 ,5,Նորմալ վիճակ,$110000
"Երևան, Էրեբունի",Քարե,2,42 ,4,Նորմալ վիճակ,$65500
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,63 ,3,Դիզայներական,$190000
"Երևան, Աջափնյակ",Պանելային,4,69 ,6,Կապիտալ,$92000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",5,198 ,5,Դիզայներական,$630000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,106 ,15,Դիզայներական,$285000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,60 ,6,Կապիտալ,$120000
"Երևան, Արաբկիր",Պանելային,2,73 ,12,Պետական վիճակ,$102000
"Երևան, Ավան",Պանելային,3,79 ,8,Կապիտալ,$117000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,67 ,1,Կապիտալ,$85000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,55 ,1,Կապիտալ,$66000
"Երևան, Կենտրոն",Քարե,3,70 ,2,Կապիտալ,$255000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,102 ,11,Կապիտալ,$380000
"Երևան, Արաբկիր",Պանելային,4,97 ,4,Կապիտալ,$260000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,42 ,15,Կապիտալ,$102000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,72 ,6,Կապիտալ,$367000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,64 ,3,Կապիտալ,$210000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",2,71 ,10,Կապիտալ,$110000
"Երևան, Քանաքեռ Զեյթուն",Քարե,2,56 ,1,Կոսմետիկ,$67000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",3,80 ,7,Պետական վիճակ,$1287
"Երևան, Շենգավիթ",Պանելային,2,38 ,1,Պետական վիճակ,$41500
"Երևան, Կենտրոն",Մոնոլիտ,1,37 ,3,Կոսմետիկ,$83000
"Երևան, Նոր Նորք",Պանելային,2,62 ,2,Նորմալ վիճակ,$80000
"Երևան, Նոր Նորք",Պանելային,2,51 ,5,Պետական վիճակ,$61000
"Երևան, Նոր Նորք",Պանելային,2,52 ,1,Կոսմետիկ,$67000
"Երևան, Կենտրոն",Քարե,3,95 ,2,Դիզայներական,$290000
"Երևան, Աջափնյակ",Քարե,4,100 ,3,Նորմալ վիճակ,$125000
"Երևան, Արաբկիր",Մոնոլիտ,2,60 ,7,Կապիտալ,$850
"Երևան, Կենտրոն",Քարե,3,77 ,4,Պետական վիճակ,$195000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",3,100 ,2,Զրոյական վիճակ,$120000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",3,67 ,2,Զրոյական վիճակ,$118000
"Երևան, Կենտրոն",Մոնոլիտ,2,49 ,13,Կապիտալ,$83500
"Երևան, Կենտրոն",Քարե,3,93 ,6,Կապիտալ,$260000
"Երևան, Կենտրոն",Պանելային,3,92 ,8,Կապիտալ,$255000
"Երևան, Դավթաշեն",Մոնոլիտ,2,72 ,12,Դիզայներական,$125000
"Երևան, Նոր Նորք",Մոնոլիտ,3,61 ,3,Կապիտալ,$90000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",4,172 ,2,Կապիտալ,$750000
"Երևան, Նոր Նորք",Քարե,"8 և ավել, Դուպլեքս",170 ,5,Կապիտալ,պայմ.
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,65 ,10,Դիզայներական,$129000
"Երևան, Աջափնյակ",Պանելային,1,42 ,2,Պետական վիճակ,$59000
"Երևան, Արաբկիր",Քարե,2,50 ,1,Նորմալ վիճակ,$61000
"Երևան, Կենտրոն",Պանելային,1,46 ,10,Կապիտալ,$150000
"Երևան, Արաբկիր",Պանելային,2,43 ,3,Պետական վիճակ,$71900
"Երևան, Քանաքեռ Զեյթուն",Պանելային,2,50 ,8,Կապիտալ,$77000
"Երևան, Նորք Մարաշ","Քարե, Նորակառույց",2,33 ,2,Կոսմետիկ,$45000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,68 ,2,Նորմալ վիճակ,$75000
"Երևան, Արաբկիր",Մոնոլիտ,2,44 ,4,Կապիտալ,$105000
"Երևան, Շենգավիթ",Քարե,2,43 ,4,Կոսմետիկ,$71000
"Երևան, Արաբկիր",Քարե,3,78 ,3,Նորմալ վիճակ,$140000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,80 ,2,Դիզայներական,$245000
"Երևան, Աջափնյակ",Քարե,2,49 ,1,Կոսմետիկ,$53000
"Երևան, Արաբկիր",Քարե,2,56 ,2,Կապիտալ,$105000
"Երևան, Արաբկիր",Քարե,2,59 ,5,Կապիտալ,$124000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",3,61 ,3,Կապիտալ,$90000
"Երևան, Արաբկիր",Քարե,2,85 ,2,Կապիտալ,$149000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,130 ,13,Դիզայներական,$298000
"Երևան, Կենտրոն",Քարե,3,106 ,7,Դիզայներական,$290000
"Երևան, Կենտրոն",Պանելային,3,92 ,5,Նորմալ վիճակ,$125000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,2,65 ,1,Դիզայներական,$100000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,110 ,4,Կապիտալ,$730000
"Երևան, Արաբկիր",Քարե,3,120 ,5,Կոսմետիկ,$133000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,117 ,5,Դիզայներական,$230000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,60 ,3,Զրոյական վիճակ,$92000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,72 ,6,Կապիտալ,$390000
"Երևան, Դավթաշեն",Պանելային,2,35 ,7,Կապիտալ,$65000
"Երևան, Էրեբունի",Քարե,3,82 ,2,Կապիտալ,$123000
"Երևան, Դավթաշեն",Պանելային,2,63 ,11,Կոսմետիկ,$84000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,104 ,9,Դիզայներական,$270000
"Երևան, Քանաքեռ Զեյթուն",Կասետային,2,50 ,1,Կապիտալ,$75000
"Երևան, Արաբկիր",Քարե,2,56 ,4,Նորմալ վիճակ,$81500
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",3,74 ,5,Զրոյական վիճակ,$128000
"Երևան, Նոր Նորք",Քարե,1,46 ,4,Զրոյական վիճակ,$63500
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,80 ,13,Զրոյական վիճակ,$154000
"Երևան, Արաբկիր",Պանելային,3,94 ,2,Կապիտալ,$160000
"Երևան, Արաբկիր",Պանելային,2,63 ,2,Կապիտալ,$155500
"Երևան, Շենգավիթ",Պանելային,1,38 ,1,Զրոյական վիճակ,$41500
"Երևան, Արաբկիր",Պանելային,3,76 ,6,Դիզայներական,$139000
"Երևան, Դավթաշեն",Պանելային,4,96 ,12,Կապիտալ,$136000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,134 ,18,Դիզայներական,$430000
"Շիրակ, Գյումրի","Քարե, Նորակառույց",3,98 ,1,Կապիտալ,$52000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",4,132 ,13,Դիզայներական,$509000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",2,83 ,3,Կապիտալ,$86500
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,107 ,11,Զրոյական վիճակ,$455000
"Երևան, Նոր Նորք",Քարե,2,47 ,1,Կապիտալ,$48000
"Երևան, Արաբկիր",Պանելային,3,100 ,13,Դիզայներական,$180000
"Երևան, Արաբկիր",Պանելային,2,46 ,4,Կապիտալ,$91000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,150 ,8,Զրոյական վիճակ,$300000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",3,74 ,12,Կապիտալ,$165000
"Երևան, Արաբկիր",Քարե,2,58 ,2,Կապիտալ,$120000
"Երևան, Դավթաշեն",Պանելային,3,74 ,6,Կապիտալ,$117500
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",3,84 ,3,Զրոյական վիճակ,$100000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",2,52 ,13,Զրոյական վիճակ,$115869
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",1,45 ,6,Նորմալ վիճակ,$73000
"Երևան, Դավթաշեն",Մոնոլիտ,3,92 ,8,Կապիտալ,$145000
"Երևան, Քանաքեռ Զեյթուն",Քարե,4,122 ,3,Դիզայներական,$235000
"Երևան, Կենտրոն",Այլ,2,56 ,4,Կապիտալ,$231000
"Երևան, Արաբկիր",Քարե,2,73 ,2,Պետական վիճակ,$162000
"Երևան, Քանաքեռ Զեյթուն",Քարե,5,120 ,1,Նորմալ վիճակ,$138000
"Երևան, Արաբկիր",Քարե,3,95 ,4,Պետական վիճակ,$149000
"Երևան, Կենտրոն",Պանելային,3,95 ,7,Կապիտալ,$245000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,35 ,4,Դիզայներական,$65000
"Երևան, Նոր Նորք",Պանելային,4,90 ,3,Նորմալ վիճակ,$103000
"Երևան, Նոր Նորք",Պանելային,2,50 ,3,Նորմալ վիճակ,$64500
"Երևան, Արաբկիր",Քարե,3,84 ,2,Կապիտալ,$180000
"Երևան, Արաբկիր",Քարե,2,45 ,2,Կապիտալ,$102000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,73 ,3,Դիզայներական,$260000
"Երևան, Կենտրոն",Պանելային,4,110 ,3,Կապիտալ,$280000
"Երևան, Կենտրոն",Քարե,2,35 ,3,Դիզայներական,$130000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,63 ,8,Դիզայներական,$200000
"Երևան, Արաբկիր",Պանելային,3,66 ,7,Նորմալ վիճակ,$132000
"Երևան, Արաբկիր",Մոնոլիտ,3,115 ,20,Կապիտալ,$204000
"Արագածոտն, Աշտարակ",Քարե,4,80 ,2,Կապիտալ,$79000
"Երևան, Կենտրոն",Քարե,4,135 ,6,Դիզայներական,$370000
